ID,Date,Location,TrapType,Species,Stage,Mass,SVL
3776,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,33.5
3784,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,7,34.4
3778,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29
3782,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,25.1
3783,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.4
3777,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,31.2
3779,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,4,25.2
3780,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,25.6
3781,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,7,35.2
3785,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.8
3786,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,32.2
3791,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,32.6
3787,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,10,37.3
3788,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,10,40.9
3789,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,35.5
3790,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,36.9
3794,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28
3792,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,38.9
3793,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,37.9
3798,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,25.7
3799,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,13,36.9
3800,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,13,41.5
3801,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,31.4
3802,9/8/2009,MSU_Simcoe,Bucket,Tiger Salamander,Not Tadpole/Larvae,41,109
3717,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,31.3
3718,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,25
3719,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,9,33.7
3720,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,25.9
3721,9/8/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,45,73.8
3803,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,37.2
3804,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,35.5
3809,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,28.8
3810,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,27.5
3811,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,28.7
3806,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,9,36.3
3807,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,31.1
3808,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,26.2
3805,9/8/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,34,66.5
3812,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,26.8
3813,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,30
3814,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,9.9,41
3815,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,27
3816,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,29.4
3818,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,9,42.8
3817,9/8/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,32,70.4
3819,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,4,34.2
3820,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,11,42.9
3695,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,11,35.9
3696,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,25.4
3697,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,11,33.2
3698,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,27.9
3699,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,30.9
3700,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.8
3701,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,24.6
3722,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,31.4
3702,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,31.4
3703,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,32.1
3704,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,10,32.7
3705,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,11,41.5
3706,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,10,39.7
3707,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,40
3708,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28
3709,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,14,41.6
3710,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,9,36.4
3711,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,9,35.9
3724,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.9
3725,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,31.4
3726,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,4,30.4
3723,9/8/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,15,49
3728,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,34
3727,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,12,41.7
3736,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29
3740,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,30.6
3737,9/8/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,,68.8
3738,9/8/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,,68.9
3739,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,42.2
3741,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,31.2
3742,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,46.2
3743,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,41.9
3745,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,31
3746,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,37.7
3744,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,38.2
3747,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,29.8
3748,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,31.9
3749,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29
3753,9/8/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,34,65.2
3750,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.3
3751,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.4
3752,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,31.5
3755,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,9,36.1
3756,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,36.4
3757,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,34.6
3758,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,9,40.9
3754,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,10,40
3760,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,30.9
3761,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,30.8
3759,9/8/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,30,70.1
3735,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,13,38
3733,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.7
3734,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,12,41.5
3730,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.4
3731,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,7,32.7
3732,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,42
3729,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,30.6
3795,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,30
3796,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,9,35.5
3797,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,7,33.6
3694,9/8/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.8
3693,9/8/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,13,41.4
3692,9/8/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,28.9
3674,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,23.4
3675,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,10,33.6
3672,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,8,35.5
3673,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,4,28.2
3669,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,25
3670,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.7
3671,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.3
3688,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,30.6
3665,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.2
3667,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27
3668,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.9
3666,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,29.1
3661,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.4
3662,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,27.7
3663,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,30.9
3664,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,11,40.7
3660,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.8
3690,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,29.6
3689,9/10/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,10,42.1
3687,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,26.9
3685,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.3
3686,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,7,34.4
3684,9/10/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,10,40
3680,9/10/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,13,42.6
3681,9/10/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,8,41.2
3679,9/10/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,40,66.3
3678,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.7
3676,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,24.3
3677,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,23.9
3683,9/10/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.3
3682,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,29.9
3691,9/10/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,31.9
3573,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.2
3574,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.4
3575,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.2
3600,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.8
3601,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.8
3603,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.3
3604,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.7
3602,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,43.8
3605,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,21.8
3606,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.7
3608,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,11,41.5
3607,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,28.9
3609,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,10,43.1
3611,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.3
3612,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29
3613,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,36.2
3610,9/17/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,12,49.9
3615,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,25.6
3616,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26
3617,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,24.5
3618,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,25.5
3619,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.2
3614,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,33
3620,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,4,28.7
3621,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.8
3623,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.8
3622,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,12,41.4
3624,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29
3625,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.4
3626,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.4
3628,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,24
3629,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.4
3630,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29
3631,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26
3632,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.5
3633,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.1
3635,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.2
3634,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,35.2
3627,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,11,44.1
3636,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,20.2
3637,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29
3638,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.1
3640,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.3
3641,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.7
3642,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,5,34
3639,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,46.4
3643,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.8
3644,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.3
3645,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.1
3646,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.3
3647,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.3
3648,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.8
3649,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,22.5
3650,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,22.5
3651,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,31.5
3652,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.5
3653,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.5
3654,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.3
3655,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.2
3656,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,7,36.1
3659,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.9
3562,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.6
3563,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.5
3564,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.8
3565,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.8
3566,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.1
3567,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,29
3576,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,31
3572,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.4
3571,9/17/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,,64.5
3570,9/17/2009,MSU_Simcoe,Bucket,Tiger Salamander,Not Tadpole/Larvae,,109.5
3568,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,40.4
3569,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,38.8
3582,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,39.4
3583,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,49.6
3579,9/17/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,,61.6
3580,9/17/2009,MSU_Simcoe,Bucket,Northern Leopard Frog,Not Tadpole/Larvae,,60.1
3581,9/17/2009,MSU_Simcoe,Bucket,Tiger Salamander,Not Tadpole/Larvae,,110.5
3577,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,44.8
3578,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,,42.2
3590,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.5
3591,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,32.7
3593,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.5
3592,9/17/2009,MSU_Simcoe,Bucket,Tiger Salamander,Not Tadpole/Larvae,38,101.5
3589,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.6
3594,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,38.5
3596,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,18,43.5
3595,9/17/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,16,42.2
3598,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.7
3597,9/17/2009,MSU_Simcoe,Bucket,Tiger Salamander,Not Tadpole/Larvae,28,96.5
3599,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,33
3588,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.6
3584,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.4
3585,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,33
3586,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.2
3587,9/17/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,18.1
3657,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.3
3658,9/17/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.4
3545,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,25.8
3528,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.2
3529,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,29.6
3530,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,24.4
3525,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,23.9
3526,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.6
3527,9/22/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,3,27
3524,9/22/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,10,40.2
3522,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26
3523,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.2
3521,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.2
3519,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.3
3518,9/22/2009,MSU_Simcoe,Bucket,Tiger Salamander,Not Tadpole/Larvae,29,102.5
3520,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.1
3516,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.8
3517,9/22/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,,35.3
3514,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,24.2
3515,9/22/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,6,31.5
3510,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,28.1
3511,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.8
3512,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.9
3509,9/22/2009,MSU_Simcoe,Bucket,Wood Frog,Not Tadpole/Larvae,8,40.6
3513,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,22.7
3507,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.2
3508,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,32.2
3506,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.3
3503,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,27.4
3504,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,30.4
3505,9/22/2009,MSU_Simcoe,Bucket,Chorus Frog,Not Tadpole/Larvae,,26.8
3502,9/22/2009,MSU_Simcoe,Bucket,Great Plains Toad,Not Tadpole/Larvae,7,31.8
