specimen,population,HdLngth/SVL,HdWdth/SVL,HdDpth/SVL,EyeNost/SVL,Gape/SVL,TrunkLgth/SVL,TrunkWdth/SVL,3rdtoehind/SVL
41048,BR,0.6123706879231666,0.5166577785464941,0.33700074034574906,0.29175121440559815,0.5231703080233484,0.8556931774976136,0.4526474428375244,0.18315027779483614
41049,BR,0.6417276630220321,0.5326983453963615,0.44059012863845953,0.36088710435399235,0.5271323765085062,0.8700561659943671,0.5218789555719191,0.2917011966224606
41050,BR,0.6074309293750015,0.5052975199557139,0.3614890186994376,0.23405952654549722,0.494773324318439,0.8621641421706582,0.44368243908625676,0.2292277455295462
41051,BR,0.6116830893160189,0.5176618980466429,0.3424378140716258,0.3037946441897212,0.5143579698694546,0.8659968126944465,0.4444311012088573,0.26164358243593533
41056,BR,0.6149509438466932,0.5304335240157398,0.3781690613471251,0.32369834320057406,0.5124641958469983,0.867431511461102,0.49477440820864865,0.2332564490355783
41057,BR,0.6278151423297648,0.5175194652965782,0.3524758344418804,0.30673718510779685,0.5205534463233759,0.863801387185466,0.4601098074619535,0.25020067004996527
41058,BR,0.6371370717541831,0.5456753591091141,0.3836404169783131,0.2827175435607984,0.5270700522190863,0.8793948901039063,0.47003413895778723,0.2712019813644066
41059,BR,0.6180269253345642,0.511331328893276,0.3744367691828401,0.31690430130447206,0.5030167171368816,0.8596027611342566,0.4650033958315966,0.22072958949586946
41060,BR,0.6346660612790398,0.5340373985312004,0.40667554997998556,0.33976142827289413,0.511587949916495,0.8704347553193409,0.4479160466730237,0.23259477989040933
41061,BR,0.6175932000139633,0.516770991875265,0.34874104922538696,0.2748158537730153,0.5018360751466532,0.8662049602640253,0.4496121092091734,0.21998841191870563
41062,BR,0.6213268598340833,0.5251412147773935,0.3796334360851697,0.27727428090599854,0.5170816851634341,0.8666542522814951,0.48723922137494097,0.2691039496459326
41063,BR,0.6136662156446886,0.5071943887817892,0.3611432233702102,0.324605836868385,0.4927970694328388,0.8610629090664517,0.48824122246057083,0.1180064540673736
41064,BR,0.60116655119916,0.5167516529188294,0.3911954543586583,0.2300935559898698,0.5106677048070487,0.8752217417349295,0.4710563964853382,0.21446649868683326
41065,BR,0.6280057242540631,0.5360308804357627,0.4139313863188179,0.3138280388145369,0.5193007625860668,0.8684578429606646,0.4839936148257611,0.2900821092617754
41066,BR,0.6169055472880303,0.5380311124036872,0.38452399634888523,0.3113559041692417,0.511094278378897,0.8720424930591846,0.4742669135010894,0.2522596655558301
41067,BR,0.635376334086353,0.5334999518614503,0.38465526856682986,0.3358609666893643,0.5145969562383408,0.8593479472503475,0.45429267137650065,0.2146059536477239
41069,BR,0.6192450142965126,0.5220727081936649,0.36374876533533634,0.24002324336311334,0.5008775104715549,0.8541386344447157,0.4481703774834219,0.20465284474020365
41070,BR,0.6211636977529965,0.5150173622609677,0.38782919404042093,0.30480974475896894,0.5133890556000983,0.8600332620002263,0.4982082714103946,0.27809995015109223
41071,BR,0.6335981747680964,0.5299093384503221,0.38946108665892715,0.3058934510868952,0.5146999068961101,0.8636403798970899,0.48003609648779433,0.22444073954099542
41072,BR,0.6287002255311255,0.5437270658650125,0.38901208573696094,0.3099890571364106,0.5313666358926624,0.8643524757011387,0.45881002346806427,0.2615277005876145
41073,BR,0.6095552813450004,0.5043939034356788,0.36588261614002593,0.2938115650976363,0.48189945781700844,0.8584308994581085,0.4402674731389786,0.21965105750745637
41074,BR,0.6100864979204288,0.5163099391727803,0.35381519482335677,0.2759177859046046,0.5140017770367036,0.8640858979312449,0.46086086047968894,0.23985851889276794
41075,BR,0.6176692135460232,0.5328399921145697,0.3830454113615014,0.3067624696668889,0.5120193768962911,0.8582887438521705,0.47355408991498366,0.2135324598476479
41076,BR,0.6274444665066918,0.5386008372208023,0.38184546755960774,0.31146699337486355,0.5357357184791962,0.8550044656218295,0.4960513889840593,0.24439930783758934
41077,BR,0.6183772484563517,0.5291008726415432,0.38715647600142933,0.33635963031133537,0.506649358889737,0.8680150053947601,0.4901544085961963,0.20244820124056107
